epoch,loss,val_loss
0,0.7807614126429635,2.243452310562134
1,0.6338559930190902,2.233229160308838
2,0.600983049565586,2.21638560295105
3,0.5934112469175625,2.2031660079956055
4,0.5716761223446396,2.197326421737671
5,0.553532326684938,2.1794888973236084
6,0.5371223271000881,2.1521644592285156
7,0.5205584623283331,2.1266562938690186
8,0.5286461689911958,2.1040871143341064
9,0.4935409223515992,2.0902979373931885
10,0.4658129186677674,2.0602588653564453
11,0.4603678055417473,2.0432217121124268
12,0.4414035732879777,2.025420904159546
13,0.419439983680494,2.012021780014038
14,0.4251525732966487,2.010024309158325
15,0.4172205673581222,1.9863008260726929
16,0.4518061514142193,2.008120059967041
17,0.4162027318212482,1.9856228828430176
18,0.3828227770317743,1.9859654903411865
19,0.3757566016362761,1.9840751886367798
20,0.37463370084115866,1.9382833242416382
21,0.37941977206556965,1.916083812713623
22,0.35511428497691266,1.9188573360443115
23,0.3446894129350862,1.9028795957565308
24,0.34352935990739686,1.9033355712890625
25,0.33673588042341135,1.9189026355743408
26,0.332379312023763,1.9212665557861328
27,0.33637348251252236,1.9210437536239624
28,0.31080276841065335,1.9064602851867676
29,0.3203815977622976,1.9573869705200195
30,0.32001566981213003,1.9548792839050293
31,0.3369462655261024,1.966684103012085
32,0.30862034383022763,1.9780375957489014
33,0.2924875563404659,1.966206431388855
34,0.29369301622426963,1.929198980331421
35,0.2835444909323404,1.967921495437622
36,0.29913821681714187,2.001210927963257
37,0.28001529175053885,1.9894407987594604
38,0.28921859254673205,1.940268874168396
