CaseID,Prefix length,Groud truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
5772892,2,º»¼½ňŔÂÅÄÌÈūŮŰűųŸŴŻŽžÎÏÖƒàáãèéïƷõôöýǞĐĒēĖĚĘĠĤħĬĪīįĩĮ,º»½¼ňŔŕŖřÅÄÇÒ¿ÐÑÖÚàãêëïƷôõöýďĐĒēĠħİĕĩĲ,0.32692307692307687,0.3653846153846154,0.34328358208955223,4967280,15703489.643065711,,10736209.643065711
5781959,2,º»¼½ňŔÂÄÅÎÏÖƒàáãèéïƷõôöýǞĐĒēÈīĖĚĘĠĤħĩĬĪįĮ,Şº»¼ňŔŕŖřÄÇ½ÅƖÌ¿ÀÐÑÖÚƓƕƖƘƙÐÑÖÚƓƕƖƘƙĐĒēĠħİĕĩĲ,0.13636363636363635,0.13636363636363635,0.25,2031720,58098328.522185326,,56066608.522185326
5790328,2,º»¼½ňŔÂÅÄÌǦÎÏÖƒƓƕƖƗƘƙƚƛØÙÝƒàáãèéïƷôõöýǞǢǡǣǤǥǧǫǯǰǹǺǻĐĒēĖĚěĜĝĞĘĠĤĩħĪĬīįİĮ,º»½¼ňŔŕŖřÅÄÇÌÐÑÖÚƓƖƕƖƙƘƳÐÑÖÚƓƕƖ,0.11267605633802813,0.12676056338028174,0.1923076923076923,6018780,41980219.922343805,,35961439.922343805
5792647,2,º»½¼ňŔÂÄÅÌŁŞšŢŤťũńŃ,º»½¼ňŔŕŖřÅÄÇÒ¿ÐÑÖÚàãêëïƷôõöýďĐĒēĠħİĕĩĲ,0.1842105263157895,0.1842105263157895,0.16326530612244894,7267320,15011752.66746799,,7744432.667467991
5802698,2,º»¼½ÅÄÌňōŎŊŋŐŁőŃŅń,º»½¼ňŔŕŖřÄÅƖÄ¿ÌÐÑÖÚƓƕƖƘƙÐÑÖÚƓƕƖƘƙĐĒēĠħİĕĩĲŁ¢Ņ,0.1333333333333333,0.1333333333333333,0.23809523809523814,25972380,43152775.48155555,,17180395.48155555
5805078,2,º»¼½ňŔÂÅÄŞšŢťŤũŁŃń,º»½¼ňŔŕŖřÄÅƖÄ¿ÌÐÑÖÚƓƕƖƘƙÐÑÖÚƓƕƖƘƙĐĒēĠħİĕĩĲ,0.1428571428571429,0.16666666666666663,0.19512195121951215,1726200,38926909.304152906,,37200709.304152906
5805196,2,º»½¼ňŔÂÄÅÌ¿ŞšŢ,º»½¼ňŔŕŖřÅÄÇÌÐÑÖÚƓƕƖƙƘƳÐÑÖÚƓƕƖ,0.2666666666666667,0.2666666666666667,0.3214285714285714,6658980,24832624.066593636,,18173644.066593636
5805909,2,º»¼½ňŔÂÅÄÌÈÎÏÖƒáàãèéïƷõôöýǞĐĒēĖĚĘĠĤħĩīĪĬįĮ,º»½¼ňŔŕŖřÄÅƖÄ¿ÌÐÑÖÚƓƕƖƘƙÐÑÖÚƓƕƖƘƙÐƕĠħİĕĩĲŁ¢Ņ,0.13636363636363635,0.15909090909090906,0.21666666666666667,2982480,45779223.35357608,,42796743.35357608
5808114,2,º»¼½ňŔÂÅÄÌÈÏÎÖ×ƒàáãéèïƷõôöÿĀāąćĉĊčĎƼǂǇǊǉƿǌǞĒēĖĠĤħīĪĬįĩĕĮ,º»½¼ňŔŕŖřÅÄÇÌ¿ÀÐÑÖƻàãêëïƷôõöýďĐĒēĠħİĕĩĲŁ¢Ņ,0.2321428571428571,0.2678571428571429,0.30666666666666664,9031020,25117842.99126424,,16086822.991264239
5817005,2,º»¼½ňŔÂÄÅÌÈÎÏÖƒàáãèéïƷôõöýǞĐĒēĖĚěĜĝĞĠĤħĪĬīįĘĩĮ,º»½¼ňŔŕŖřÅÄÇ¿À½ÐÑÖÚàãêëïƷôõöýďĐĒēĠħİĕĩĲ,0.34782608695652173,0.3695652173913043,0.3770491803278688,3252420,16983289.221844725,,13730869.221844725
